*********1*********2*********3*********4*********5*********6*********7*********8
*2345678901234567890123456789012345678901234567890123456789012345678901234567890
********************************************************************************
******************* File generated by Aqwa in Workbench 2025 R1 ****************
********************************************************************************
* Project Title                   : 
* Project Reference               : 
* Project Author                  : 
* Project Description             : 
* Date of Creation                : 2/4/2025 1:18:20 PM
* Last Modified                   : 7/17/2025 10:33:39 AM
* This analysis file written at   : 7/17/2025 10:33:54 AM
* Hydrodynamic Solver Unit System : Metric: kg, m [N]
********************************************************************************
*********************************** DECK  0 ************************************
********************************************************************************
JOB AQWA  LINE        c4325767f6e4916af1bc3ecf1ca586548fcd3ad
     1 1380         -0.2144865-0.2156439-0.4784505
     1 1381         -0.2139351-0.2161772-0.3890113
     1 1382          5.9054e-2-0.2970254     -0.24
     1 1383         -9.6513e-2-3.1119e-2 1.9813e-2
     1 1384          4.1627e-2 0.2443436 -0.508224
     1 1385          0.2080545 -9.328e-3-0.1845045
     1 1386         -0.1925841-0.2358582-0.4784747
     1 1387          5.5574e-2-0.2725879-0.2249061
     1 1388          0.1987472-3.5185e-2-0.1807781
     1 1389         -0.1920345-0.2362632-0.3890351
     1 1390         -8.8423e-2-4.9202e-2 1.9792e-2
     1 1391         -0.1234149-8.3719e-2 -0.508224
     1 1392         -0.1685995-0.2535301-0.4784744
     1 1393          8.8128e-2-0.2905868     -0.24
     1 1394         -0.1228004-6.5748e-2 -0.508224
     1 1395          9.4129e-2 0.1478767-0.1654093
     1 1396         -0.1680531-0.2539327 -0.389031
     1 1397         -7.7412e-2-6.5787e-2 1.9798e-2
     1 1398          8.1889e-2-0.2671227-0.2256913
     1 1399         -0.1427359-0.2685707 -0.478443
     1 1400          0.1171387 0.1283283-0.1644778
     1 1401          0.1744603 -0.120637 -0.508224
     1 1402         -0.1420639 -0.268939-0.3889956
     1 1403          0.1156412-0.2791905     -0.24
     1 1404         -6.3213e-2-7.9478e-2 1.9792e-2
     1 1405           0.143568-0.1151122 -0.508224
     1 1406         -0.1156621-0.2813491-0.4784335
     1 1407          0.1563559-8.7941e-2 -0.508224
     1 1408          0.1075915-0.2565997-0.2249142
     1 1409          0.1353163 0.1069813 -0.163619
     1 1410         -0.1148619-0.2816573-0.3889901
     1 1411          -4.634e-2-9.0107e-2 1.9802e-2
     1 1412         -8.7556e-2-0.2917704-0.4784213
     1 1413          0.1431559-0.2677936     -0.24
     1 1414         -1.7885e-2 0.2424442 -0.508224
     1 1415         -9.9265e-2 2.1069e-2 0.1385989
     1 1416          0.1515793 8.4749e-2-0.1644238
     1 1417         -8.6624e-2-0.2919923-0.3890135
     1 1418          0.1321414-0.2464374-0.2255598
     1 1419         -2.7935e-2-9.7421e-2 1.9795e-2
     1 1420         -0.1015419 1.7369e-3 0.1386708
     1 1421         -4.4443e-2 0.2370192 -0.508224
     1 1422         -5.8574e-2-0.2986772-0.4784207
     1 1423         -5.7368e-2-0.2989646-0.3890218
     1 1424          0.1682716-0.2517858     -0.24
     1 1425         -8.1961e-3-0.1006672  1.981e-2
     1 1426         -9.3075e-2 3.9948e-2 0.1386867
     1 1427         -7.1076e-2 0.2303129 -0.508224
     1 1428         -2.8882e-2-0.3027489-0.4784048
     1 1429          0.1540008-0.2345727-0.2263818
     1 1430         -2.7748e-2-0.3028629-0.3889982
     1 1431          1.1644e-2-0.1006988 1.9805e-2
     1 1432         -8.3339e-2 5.7313e-2 0.1387053
     1 1433          0.1757187-2.0921e-2-0.1662542
     1 1434         -9.7033e-2 0.2198649 -0.508224
     1 1435          9.9988e-4-0.3042559-0.4784557
     1 1436          0.1848733 9.1059e-3-0.1710774
     1 1437         -0.1625274-6.6926e-2-0.1657246
     1 1438          2.0831e-3-0.3042196-0.3890234
     1 1439          3.1054e-2-9.6677e-2 1.9805e-2
     1 1440         -0.1871322-7.2134e-2-0.1800038
     1 1441          -7.044e-2 7.2511e-2 0.1387147
     1 1442          3.0723e-2-0.3032332-0.4785046
     1 1443          0.1835098 1.9721e-2 -0.508224
     1 1444         -0.1789856-9.6573e-2-0.1816123
     1 1445          0.1659902-4.8328e-2-0.1639313
     1 1446          3.1953e-2-0.3030257-0.3890312
     1 1447           4.933e-2-8.8792e-2 1.9788e-2
     1 1448          0.1742775 2.5695e-3 -0.508224
     1 1449         -0.1544875-8.9527e-2-0.1673379
     1 1450         -5.5093e-2 8.4929e-2 0.1387456
     1 1451          6.0302e-2-0.2982438-0.4784475
     1 1452          0.1601104 1.9823e-2 -0.508224
     1 1453          0.1541884-7.3756e-2-0.1629025
     1 1454          6.1428e-2-0.2980539 -0.389037
     1 1455         -0.2336552-0.1918999     -0.24
     1 1456          0.1743707 3.4896e-2 -0.508224
     1 1457          6.5545e-2-7.7389e-2 1.9801e-2
     1 1458         -3.7674e-2  9.424e-2 0.1387459
     1 1459          8.9262e-2-0.2907262-0.4784403
     1 1460           0.139884 -9.714e-2-0.1624886
     1 1461          9.0262e-2 -0.290416-0.3889907
     1 1462           0.251786-0.1682714     -0.24
     1 1463          7.9212e-2-6.3006e-2 1.9789e-2
     1 1464          -1.875e-2 9.9788e-2 0.1387445
     1 1465          0.1619089 0.1853974 -0.508224
     1 1466          0.1172579-0.2808554-0.4784391
     1 1467          0.2278366-0.1537231-0.2230387
     1 1468          0.1183331-0.2803565-0.3890091
     1 1469          9.0088e-2-4.6133e-2 1.9821e-2
     1 1470          1.0482e-3 0.1013515 0.1386134
     1 1471          0.1033118-0.1385018-0.1638174
     1 1472          0.1444602-0.2682323-0.4784588
     1 1473          0.2677919-0.1431599     -0.24
     1 1474         -0.1823827 0.1557984 -0.508224
     1 1475          0.1227996-0.1190037-0.1629139
     1 1476          0.1452774 -0.267853-0.3890107
     1 1477          9.7501e-2-2.7892e-2 1.9775e-2
     1 1478          0.2428843-0.1293651 -0.223222
     1 1479          2.0837e-2 9.8957e-2 0.1386621
     1 1480          0.1697533-0.2524381-0.4784409
     1 1481          7.9812e-2-0.1559516-0.1653196
     1 1482         -0.2196984  8.772e-2 -0.508224
     1 1483          0.1706465-0.2518679-0.3890146
     1 1484          0.2791882-0.1156469     -0.24
     1 1485          0.1011386-7.9222e-3 1.9834e-2
     1 1486          3.9996e-2 9.2856e-2 0.1385894
     1 1487          0.1936881-0.2344901-0.4784085
     1 1488          0.2549028-0.1029774-0.2229061
     1 1489          5.3339e-2-0.1690875-0.1666163
     1 1490         -0.2310992 6.4922e-2 -0.508224
     1 1491          0.1944707-0.2338285-0.3890142
     1 1492          0.1008813 1.1929e-2 1.9792e-2
     1 1493          5.7608e-2 8.3189e-2 0.1386803
     1 1494          0.2159345-0.2146308-0.4784415
     1 1495          0.2905852-8.8132e-2     -0.24
     1 1496          2.4055e-2-0.1743178-0.1658014
     1 1497         -0.2392712 4.2015e-2 -0.508224
     1 1498          0.2165463-0.2139543-0.3890136
     1 1499           9.663e-2 3.1114e-2 1.9774e-2
     1 1500          0.2662076   -7.7e-2-0.2241548
     1 1501           7.296e-2 7.0357e-2 0.1386588
     1 1502          0.2358715-0.1925875 -0.478463
     1 1503         -0.2399354 1.7199e-2 -0.508224
     1 1504          0.2363888-0.1920155-0.3890195
     1 1505          0.2970255-5.9053e-2     -0.24
     1 1506          8.8522e-2 4.9233e-2 1.9795e-2
     1 1507          8.5438e-2 5.4945e-2 0.1386344
     1 1508          0.2157874 9.4415e-3-0.1889477
     1 1509          0.2533249-0.1683334-0.4784426
     1 1510          3.4554e-2-0.2193219 -0.508224
     1 1511          0.2049776 2.7026e-2 -0.183394
     1 1512          0.2537538-0.1677086 -0.389032
     1 1513           0.300913-2.9525e-2     -0.24
     1 1514          7.7261e-2 6.5542e-2 1.9788e-2
     1 1515          9.4367e-2 3.7285e-2 0.1386918
     1 1516          0.2686601-0.1426468-0.4784353
     1 1517         -0.1615395-0.1034447 -0.508224
     1 1518         -6.6449e-2-0.1656647-0.1672983
     1 1519            0.26907-0.1418357-0.3889884
     1 1520          0.3047996 3.3283e-6     -0.24
     1 1521          6.2913e-2 7.9506e-2  1.978e-2
     1 1522          9.9411e-2 1.8133e-2 0.1387005
     1 1523          0.2817662-0.1156727-0.4784362
     1 1524          0.2801145-1.4108e-3-0.2258024
     1 1525          0.1712531-6.5757e-2 -0.508224
     1 1526         -9.0578e-2-0.1504936-0.1655786
     1 1527          0.2820904-0.1147392-0.3889878
     1 1528           4.627e-2 9.0212e-2 1.9781e-2
     1 1529          0.1011287-1.7347e-3 0.1387382
     1 1530          0.2915565-8.7478e-2-0.4784542
     1 1531          0.3009124 2.9529e-2     -0.24
     1 1532         -0.1133133-0.1331925-0.1650063
     1 1533          0.2919373-8.6381e-2-0.3890156
     1 1534         -0.1229125-0.1108748 -0.508224
     1 1535          0.2778045 2.5415e-2 -0.225389
     1 1536          9.8812e-2-2.1513e-2  0.138749
     1 1537          0.2984684-5.8396e-2-0.4784429
     1 1538          -0.140351-9.2211e-2 -0.508224
     1 1539         -9.9325e-2 1.9969e-2 0.2183985
     1 1540          0.2987069-5.7223e-2-0.3890317
     1 1541          0.2970254 5.9054e-2     -0.24
     1 1542         -0.1015862 4.1247e-4 0.2183972
     1 1543          9.2777e-2-4.0449e-2 0.1387841
     1 1544         -7.8319e-2 0.2507857-0.2157263
     1 1545          0.3028696-2.8837e-2-0.4784107
     1 1546           0.272356 5.4116e-2-0.2246996
     1 1547          0.1914206 4.2656e-2 -0.508224
     1 1548          0.3029407-2.7775e-2-0.3890269
     1 1549          0.1991812 2.0338e-2 -0.508224
     1 1550         -9.3323e-2 3.8854e-2 0.2183967
     1 1551          8.3487e-2-5.7768e-2  0.138783
     1 1552          0.3047348 9.7342e-4-0.4784534
     1 1553          0.2905868 8.8128e-2     -0.24
     1 1554         -0.1689784-4.3276e-2-0.1649434
     1 1555           0.304665 2.0161e-3 -0.389041
     1 1556          -0.213999 1.1984e-2 -0.508224
     1 1557           0.264604 8.1745e-2-0.2241621
     1 1558         -8.3801e-2 5.6356e-2  0.218392
     1 1559          7.0587e-2 -7.287e-2 0.1387696
     1 1560          6.8093e-2 4.5545e-2  0.258348
     1 1561          0.3027496 3.0629e-2-0.4784847
     1 1562         -0.2135884-1.2041e-2 -0.508224
     1 1563          7.5488e-2 3.1268e-2  0.258348
     1 1564          0.3026601 3.1966e-2-0.3890232
     1 1565          0.2791905 0.1156412     -0.24
     1 1566         -7.1127e-2 7.1709e-2 0.2183881
     1 1567          5.4973e-2 -8.515e-2 0.1387655
     1 1568          0.2980747 6.0333e-2 -0.478442
     1 1569          0.2541557 0.1080397-0.2234777
     1 1570         -0.2106428  -3.76e-2 -0.508224
     1 1571          0.2978762  6.131e-2-0.3889859
     1 1572          8.0354e-2 1.5944e-2  0.258348
     1 1573         -5.5826e-2 8.4364e-2  0.218388
     1 1574          3.7204e-2 -9.406e-2 0.1387657
     1 1575          0.2909796 8.9139e-2-0.4784671
     1 1576          0.2677936 0.1431559     -0.24
     1 1577          0.1157665 0.1635373-0.1798064
     1 1578          0.2906539 9.0077e-2-0.3890301
     1 1579          8.2577e-2 1.8369e-7  0.258348
     1 1580          0.2399832 0.1356108-0.2233537
     1 1581         -3.8546e-2 9.3873e-2 0.2183896
     1 1582          1.8064e-2-9.9446e-2 0.1387905
     1 1583          0.2812221 0.1172396-0.4784878
     1 1584         -0.1449109 3.6595e-2-0.1504171
     1 1585          0.2808754  0.118238-0.3890435
     1 1586          8.0354e-2-1.5944e-2  0.258348
     1 1587         -1.9743e-2 9.9502e-2 0.2183896
     1 1588         -1.7725e-3-0.1009808 0.1387858
     1 1589         -0.1813787 0.2138231-0.2259244
     1 1590         -8.2609e-2 6.5527e-2 -0.508224
     1 1591          7.5488e-2-3.1268e-2  0.258348
     1 1592         -0.1756349 0.1873761-0.2126135
     1 1593          0.2678478 0.1442544 -0.478395
     1 1594          -0.102069 7.9097e-2 -0.508224
     1 1595          0.2674168 0.1451072-0.3890175
     1 1596         -8.7722e-2 0.1014973 -0.508224
     1 1597         -0.1463976 0.2068301-0.2105916
     1 1598          2.2141e-5 0.1011542 0.2183902
     1 1599         -2.1582e-2-9.9101e-2 0.1387565
     1 1600          6.8093e-2-4.5545e-2  0.258348
     1 1601          -6.916e-2 7.6076e-2 -0.508224
     1 1602         -0.1566617 0.2300375-0.2249417
     1 1603          0.2523632 0.1697343-0.4784146
     1 1604          0.2517157 0.1706775-0.3889909
     1 1605          1.9773e-2 9.9037e-2 0.2183896
     1 1606         -4.0485e-2-9.3182e-2 0.1387512
     1 1607         -0.1153281 4.8951e-2-0.1365173
     1 1608          5.8391e-2 -5.839e-2  0.258348
     1 1609          0.1732474-0.2176307 -0.224908
     1 1610          0.2346853  0.193899-0.4784621
     1 1611         -0.1227483 2.5866e-2-0.1364553
     1 1612          0.2340288 0.1946248-0.3890412
     1 1613          0.1685893-0.1839478-0.2082777
     1 1614            3.89e-2 9.3191e-2 0.2183906
     1 1615         -5.7637e-2 -8.346e-2 0.1387964
     1 1616         -0.1064856-0.1867975 -0.508224
     1 1617          4.8189e-2-7.2046e-2  0.258348
     1 1618           0.214711 0.2159835-0.4784457
     1 1619          0.1508086-0.2033864-0.2102339
     1 1620          0.2140877 0.2166727-0.3890408
     1 1621          5.6504e-2 8.3832e-2 0.2183904
     1 1622         -7.2728e-2-7.0352e-2 0.1387437
     1 1623         -7.6397e-2 -0.200783 -0.508224
     1 1624          3.1268e-2-7.5488e-2  0.258348
     1 1625          0.1923269  0.235641-0.4784367
     1 1626          0.2155235 0.2155282     -0.24
     1 1627          0.1914922 0.2363467-0.3889728
     1 1628          0.1918968 0.2336576     -0.24
     1 1629          7.1966e-2 7.1331e-2 0.2183891
     1 1630         -8.4943e-2-5.4493e-2 0.1387351
     1 1631          -4.912e-2-0.2122871 -0.508224
     1 1632          1.5944e-2-8.0354e-2  0.258348
     1 1633          0.1681653 0.2534518-0.4784626
     1 1634          0.1826843 0.2112732  -0.22563
     1 1635          0.1672325 0.2540473-0.3889835
     1 1636          0.2032353 0.2042508-0.2305212
     1 1637          8.4569e-2 5.6268e-2 0.2183885
     1 1638         -9.4214e-2 -3.682e-2 0.1387513
     1 1639          1.8538e-7-8.2577e-2  0.258348
     1 1640          0.1426164 0.2690879-0.4784838
     1 1641         -5.6024e-2  4.637e-2 -0.508224
     1 1642          0.1416234 0.2695487-0.3890121
     1 1643          0.1682714  0.251786     -0.24
     1 1644         -7.9717e-2 3.3572e-2 -0.508224
     1 1645           9.361e-2  3.857e-2 0.2183868
     1 1646         -9.9706e-2-1.7725e-2 0.1387298
     1 1647         -1.5944e-2-8.0354e-2  0.258348
     1 1648          0.1156061  0.281622-0.4784216
     1 1649          0.1575331 0.2281665-0.2243474
     1 1650         -0.1985253-2.3526e-2-0.1796883
     1 1651          0.1144759 0.2821464-0.3890572
     1 1652          9.9098e-2 1.9451e-2 0.2183837
     1 1653         -3.1268e-2-7.5488e-2  0.258348
     1 1654          8.7263e-2 0.2913463-0.4783992
     1 1655          0.1431599 0.2677919     -0.24
     1 1656          5.7106e-2 -0.212302 -0.508224
     1 1657          -9.916e-2 2.1953e-2 0.1188243
     1 1658         -0.1939788-4.7417e-2-0.1795287
     1 1659           8.607e-2 0.2917163-0.3890596
     1 1660          7.7303e-2-0.2018288 -0.508224
     1 1661         -0.1014915 2.7022e-3 0.1188695
     1 1662          0.1335327 0.2428725-0.2240471
     1 1663          0.1009851-3.9676e-4 0.2183883
     1 1664         -4.5545e-2-6.8093e-2  0.258348
     1 1665          5.8234e-2 0.2985927-0.4784524
     1 1666          5.6977e-2 0.2988047-0.3890007
     1 1667          0.1156469 0.2791882     -0.24
     1 1668          9.5659e-2-0.1872241 -0.508224
     1 1669          9.8969e-2-2.0281e-2  0.218393
     1 1670         -9.2826e-2 4.0735e-2 0.1188192
     1 1671         -6.1752e-2-6.1754e-2  0.258348
     1 1672           2.864e-2 0.3033317-0.4784919
     1 1673           0.108428 0.2553141-0.2244431
     1 1674          2.7512e-2 0.3033694-0.3890179
     1 1675          9.3198e-2-3.9391e-2 0.2183971
     1 1676          -8.297e-2 5.7936e-2 0.1188693
     1 1677          0.1189698-0.1748108 -0.508224
     1 1678          8.8132e-2 0.2905852     -0.24
     1 1679         -6.8092e-2-4.5546e-2  0.258348
     1 1680         -1.0519e-3 0.3043245-0.4784873
     1 1681         -0.1279944-0.1542612  -0.17978
     1 1682          -2.224e-3 0.3043636-0.3890495
     1 1683          8.2153e-2 0.2655879-0.2248717
     1 1684          8.4019e-2 -5.694e-2 0.2184009
     1 1685         -6.9985e-2 7.2979e-2 0.1188893
     1 1686           0.136549-0.1579714 -0.508224
     1 1687         -7.5487e-2 -3.127e-2  0.258348
     1 1688         -3.0757e-2 0.3025602-0.4784698
     1 1689         -0.1046309-0.1719483-0.1803734
     1 1690         -3.2154e-2 0.3024197-0.3890021
     1 1691          5.9053e-2 0.2970255     -0.24
     1 1692          7.1415e-2-7.1883e-2 0.2183967
     1 1693         -5.4544e-2 8.5281e-2 0.1188819
     1 1694          5.4866e-2 0.2720612-0.2245375
     1 1695         -6.0509e-2 0.2982159-0.4784245
     1 1696         -6.1637e-2 0.2979471-0.3889832
     1 1697         -8.0354e-2-1.5945e-2  0.258348
     1 1698           5.589e-2-8.4288e-2 0.2183985
     1 1699         -3.7068e-2 9.4464e-2 0.1188666
     1 1700         -4.9153e-2-0.1981134-0.1821311
     1 1701          2.9525e-2  0.300913     -0.24
     1 1702         -8.9328e-2  0.291348-0.4784418
     1 1703          0.2087055-5.3119e-2 -0.508224
     1 1704         -9.0688e-2 0.2909678-0.3889929
     1 1705         -8.2577e-2-5.157e-10  0.258348
     1 1706          2.6218e-2 0.2759427-0.2241099
     1 1707           3.827e-2-9.3462e-2 0.2184031
     1 1708         -1.8064e-2 9.9954e-2 0.1187444
     1 1709         -2.3254e-2-0.2048365-0.1833023
     1 1710          -0.117349 0.2806993-0.4784361
     1 1711          0.2160774 -3.048e-2 -0.508224
     1 1712         -0.1184655 0.2802693-0.3889983
     1 1713         -8.0354e-2 1.5943e-2  0.258348
     1 1714         -3.3283e-6 0.3047996     -0.24
     1 1715          1.9213e-2-9.9136e-2 0.2184102
     1 1716          1.7941e-3  0.101429 0.1188641
     1 1717          3.3616e-3-0.2022534-0.1809987
     1 1718         -2.0128e-3 0.2773044-0.2243552
     1 1719         -0.1442947 0.2677165-0.4784045
     1 1720          0.2208354-6.0654e-3 -0.508224
     1 1721         -0.1453879 0.2671174-0.3890078
     1 1722         -7.5488e-2 3.1267e-2  0.258348
     1 1723         -5.3996e-4-0.1010526 0.2184105
     1 1724          2.1789e-2 9.8817e-2  0.118764
     1 1725          3.2681e-2-0.1989233-0.1806712
     1 1726         -2.9529e-2 0.3009124     -0.24
     1 1727         -0.1700729 0.2524446 -0.478417
     1 1728          0.2217539 2.0329e-2 -0.508224
     1 1729         -0.1708604 0.2518643-0.3890172
     1 1730         -6.8094e-2 4.5544e-2  0.258348
     1 1731         -3.0491e-2 0.2753595-0.2243242
     1 1732         -2.0269e-2-9.9345e-2 0.2184144
     1 1733          4.0769e-2 9.2557e-2 0.1188373
     1 1734         -0.1939213 0.2348729 -0.478437
     1 1735          9.6871e-2-0.1778941-0.1809918
     1 1736           0.216058 4.7676e-2 -0.508224
     1 1737         -0.1946197 0.2343584-0.3890881
     1 1738         -5.8391e-2 5.8389e-2  0.258348
     1 1739         -5.9054e-2 0.2970254     -0.24
     1 1740         -3.9071e-2-9.3716e-2 0.2184113
     1 1741          5.8226e-2 8.2773e-2 0.1187896
     1 1742         -5.7101e-2 0.2725544-0.2250985
     1 1743         -0.2156572 0.2145117 -0.478482
     1 1744          0.2052122 7.4333e-2 -0.508224
     1 1745          0.1214163-0.1567417-0.1786274
     1 1746         -0.2161511 0.2140341-0.3890821
     1 1747         -4.8189e-2 7.2045e-2  0.258348
     1 1748          -5.632e-2-8.4079e-2 0.2184083
     1 1749          7.3519e-2 6.9742e-2 0.1187804
     1 1750         -8.8128e-2 0.2905868     -0.24
     1 1751         -0.2355941 0.1923763-0.4785324
     1 1752          0.1919679 0.1005375 -0.508224
     1 1753          0.1419833-0.1353136-0.1774772
     1 1754         -0.2358929 0.1919979-0.3890305
     1 1755         -3.1268e-2 7.5488e-2  0.258348
     1 1756         -8.2461e-2 0.2684113-0.2261683
     1 1757         -7.1597e-2-7.1265e-2 0.2184061
     1 1758          8.5925e-2 5.4124e-2 0.1188486
     1 1759         -0.2535918  0.168614-0.4785101
     1 1760          0.1756764 0.1275213 -0.508224
     1 1761          0.1602546-0.1118693 -0.177045
     1 1762         -0.2537726 0.1683088-0.3890164
     1 1763         -1.5944e-2 8.0354e-2  0.258348
     1 1764         -0.1156412 0.2791905     -0.24
     1 1765         -8.4115e-2-5.5751e-2 0.2184021
     1 1766          9.4816e-2 3.6417e-2 0.1188198
     1 1767         -0.1068276   0.25666-0.2248201
     1 1768         -0.2687187 0.1430748-0.4784649
     1 1769          0.1574954 0.1553035 -0.508224
     1 1770           0.175076-8.7627e-2-0.1773099
     1 1771         -0.2688701 0.1428194-0.3889927
     1 1772         -3.7756e-7 8.2577e-2  0.258348
     1 1773          -9.357e-2-3.8176e-2 0.2184023
     1 1774          9.9594e-2 1.7361e-2 0.1188807
     1 1775         -0.1431559 0.2677936     -0.24
     1 1776         -0.2811577 0.1159652-0.4783938
     1 1777          0.1878559-6.1774e-2-0.1784358
     1 1778          0.1306025 0.1734618 -0.508224
     1 1779         -0.2812886 0.1156564-0.3889841
     1 1780          1.5944e-2 8.0354e-2  0.258348
     1 1781         -0.1315614 0.2439246-0.2243861
     1 1782         -9.9414e-2-1.9213e-2 0.2184003
     1 1783          0.1011645-2.4731e-3 0.1188717
     1 1784          -0.291258 8.7852e-2-0.4783657
     1 1785          0.1045519 0.1882656 -0.508224
     1 1786          -0.291334 8.7574e-2-0.3889918
     1 1787          3.1268e-2 7.5488e-2  0.258348
     1 1788         -0.1682716 0.2517858     -0.24
     1 1789          9.8688e-2-2.2177e-2 0.1189225
     1 1790         -0.1599406 0.1403941-0.1869709
     1 1791         -0.1014934 3.1891e-3-8.1861e-2
     1 1792         -0.2989216 5.9007e-2-0.4784331
     1 1793          7.9455e-2 0.2018735 -0.508224
     1 1794         -0.2989841 5.8542e-2-0.3889915
     1 1795          4.5545e-2 6.8093e-2  0.258348
     1 1796         -0.1824206-0.1753187 -0.210328
     1 1797         -9.8999e-2 2.2805e-2-8.1937e-2
     1 1798          9.2482e-2-4.1092e-2 0.1189246
     1 1799         -0.3028947 2.9464e-2 -0.478459
     1 1800          0.1970256  5.183e-2-0.1817203
     1 1801          5.2896e-2 0.2131118 -0.508224
     1 1802          -0.302976  2.886e-2-0.3890127
     1 1803          6.1753e-2 6.1754e-2  0.258348
     1 1804          0.1919005-0.2336547     -0.24
     1 1805         -9.2556e-2 4.1427e-2-8.1961e-2
     1 1806          8.3067e-2 -5.835e-2 0.1189103
     1 1807           2.209e-2 0.2210183 -0.508224
     1 1808          0.1856012 7.6089e-2-0.1798635
     1 1809         -0.2517858 0.1682717     -0.24
     1 1810         -0.3047244-3.5036e-4-0.2698033
     1 1811          -8.252e-2 5.9136e-2-8.1704e-2
     1 1812          7.0073e-2-7.3483e-2 0.1188876
     1 1813         -0.3026345-3.1399e-2 -0.359203
     1 1814         -3.9186e-2  6.038e-2  0.258348
     1 1815          -0.225028 0.1642176-0.2251036
     1 1816         -0.3044976-1.2868e-3-0.3591801
     1 1817          7.6733e-3 0.2477621 -0.508224
     1 1818         -0.3027563-3.0494e-2-0.2697926
     1 1819          0.1709556 9.9996e-2-0.1784098
     1 1820         -9.5375e-3  0.214982 -0.508224
     1 1821         -6.9422e-2 7.3839e-2-8.1762e-2
     1 1822          5.4329e-2-8.5674e-2 0.1188792
     1 1823         -2.1615e-2 6.3519e-2  0.258348
     1 1824         -0.2677915 0.1431608     -0.24
     1 1825         -0.2988038-5.9883e-2 -0.269783
     1 1826          0.1554914 0.1233929-0.1786472
     1 1827         -0.2986395-6.0905e-2-0.3592169
     1 1828         -0.2397728 0.1390015-0.2243877
     1 1829         -5.3725e-2 8.6111e-2-8.2044e-2
     1 1830          3.6499e-2-9.4399e-2 0.1189271
     1 1831          -3.704e-2 0.2088152 -0.508224
     1 1832         -3.3774e-3  6.459e-2  0.258348
     1 1833         -0.2911088-8.8396e-2   -0.2698
     1 1834          0.1374343 0.1453454-0.1795759
     1 1835          -0.290748-8.9713e-2-0.3592413
     1 1836         -0.2791874 0.1156488     -0.24
     1 1837         -3.6051e-2 9.4839e-2 -8.185e-2
     1 1838          1.7307e-2-9.9607e-2 0.1189189
     1 1839         -6.4116e-2 0.2009256 -0.508224
     1 1840           1.493e-2 6.2002e-2  0.258348
     1 1841         -0.2522685 0.1124353-0.2238126
     1 1842         -0.2806471-0.1171692-0.2698041
     1 1843         -0.2804378 -0.117663-0.3592252
     1 1844         -1.6667e-2 0.1002024 -8.183e-2
     1 1845         -2.6458e-3-0.1009374 0.1188982
     1 1846           -9.21e-2 0.1927517 -0.508224
     1 1847          3.2686e-2 5.7559e-2  0.258348
     1 1848         -0.2905839 8.8135e-2     -0.24
     1 1849         -0.2682598-0.1438497-0.2697897
     1 1850         -0.1397075 0.1495375-0.1824224
     1 1851          -0.267675-0.1448371-0.3592303
     1 1852         -0.2625809 8.5322e-2-0.2235956
     1 1853          3.0903e-3  0.101463-8.1775e-2
     1 1854         -2.2457e-2-9.8876e-2 0.1188954
     1 1855          4.9442e-2 5.1162e-2  0.258348
     1 1856         -0.2530387 -0.169548-0.2697892
     1 1857          4.2499e-2 0.1996705-0.1820424
     1 1858         -0.1430323 0.1613179 -0.508224
     1 1859         -0.2524478-0.1705456-0.3592502
     1 1860         -0.2970249 5.9058e-2     -0.24
     1 1861          2.2688e-2  9.893e-2 -8.185e-2
     1 1862         -4.1318e-2-9.2793e-2 0.1189395
     1 1863         -0.2694137 5.7214e-2-0.2231116
     1 1864         -0.2347864-0.1933991-0.2697863
     1 1865         -0.1577658 0.1403185 -0.508224
     1 1866         -0.2342113-0.1941274 -0.359204
     1 1867         -4.6525e-2 4.6243e-2  0.258348
     1 1868          4.1415e-2 9.2517e-2-8.1946e-2
     1 1869         -5.8623e-2-8.2909e-2 0.1188764
     1 1870         -3.2031e-2  0.198129-0.1799489
     1 1871         -0.3009124 2.9529e-2     -0.24
     1 1872         -0.2148143-0.2153269-0.2697946
     1 1873         -0.2141174-0.2160008-0.3592175
     1 1874         -2.6628e-2 4.7816e-2  0.258348
     1 1875         -0.2746378 2.9088e-2-0.2237662
     1 1876          5.8949e-2 8.2657e-2-8.1712e-2
     1 1877         -7.3397e-2-6.9758e-2 0.1188798
     1 1878         -6.1954e-2 0.1922199-0.1806851
     1 1879          -0.195307 7.5779e-2 -0.508224
     1 1880         -0.1930316-0.2355284-0.2697848
     1 1881         -0.1922181-0.2361279-0.3592253
     1 1882         -6.0167e-3 4.7894e-2  0.258348
     1 1883         -0.2049118 5.4228e-2 -0.508224
     1 1884          7.3862e-2 6.9446e-2-8.1742e-2
     1 1885         -8.5411e-2-5.3782e-2 0.1188703
     1 1886          -8.898e-2 0.1799211-0.1800668
     1 1887         -0.1882673 0.1280628-0.1955192
     1 1888         -0.1688499-0.2533457-0.2697885
     1 1889         -0.1682003-0.2538243-0.3592069
     1 1890          1.4733e-2 4.5102e-2  0.258348
     1 1891         -0.2154134 3.5033e-2 -0.508224
     1 1892         -0.1990096 0.1033415-0.1935775
     1 1893          8.6101e-2 5.3884e-2-8.1839e-2
     1 1894         -9.4561e-2 -3.597e-2 0.1188749
     1 1895         -0.1161171 0.1647685-0.1805704
     1 1896         -0.1428265-0.2685211-0.2697949
     1 1897         -0.1738344 9.8023e-2-0.1794753
     1 1898         -0.1422247-0.2688509 -0.359193
     1 1899          3.5001e-2 4.1242e-2  0.258348
